Identity	Male=1	Born_USA?	Born_White?	Name_Change?	Genre=drama	Birth	Final	Alive	?Films	?FourStar_Films	?Wins	?Noms	FirstFilm_Year	FirstWin_Year	FirstNom_Year
1310	1	No	Yes	No	Yes	1920	2001	1	82	8	0	0	1944	NA	NA
1311	1	Yes	Yes	Yes	Yes	1899	1976	0	142	7	0	0	1925	NA	NA
1312	1	Yes	Yes	No	Yes	1895	1963	0	65	7	0	2	1916	NA	1928
1313	1	No	Yes	Yes	Yes	1925	1984	0	70	15	0	7	1949	NA	1952
1314	1	Yes	Yes	No	No	1931	1988	0	8	3	0	1	1966	NA	1970
1315	1	Yes	Yes	No	Yes	1935	2001	1	50	10	0	0	1960	NA	NA
1316	1	Yes	Yes	Yes	Yes	1894	1949	0	97	4	0	1	1917	NA	1931
1317	1	Yes	Yes	No	No	1947	2001	1	48	14	1	2	1967	1977	1977
1318	1	Yes	Yes	No	Yes	1929	2001	1	45	10	0	0	1963	NA	NA
1319	1	Yes	Yes	No	Yes	1920	2000	0	55	9	0	2	1966	NA	1978
1320	1	No	Yes	No	Yes	1932	2001	1	62	5	0	2	1959	NA	1963
1321	1	Yes	Yes	No	Yes	1926	1997	0	94	7	0	1	1943	NA	1971
1322	1	Yes	Yes	No	No	1928	2001	1	106	14	0	0	1936	NA	NA
1323	1	No	Yes	No	Yes	1918	2001	1	39	7	0	0	1950	NA	NA
1324	1	No	Yes	Yes	Yes	1919	2001	1	55	6	0	1	1949	NA	1949
1325	1	Yes	Yes	No	Yes	1914	2001	1	81	11	0	1	1947	NA	1947
1326	1	Yes	Yes	No	Yes	1954	2001	1	36	7	0	0	1981	NA	NA
1327	1	Yes	Yes	No	No	1956	1995	0	15	2	0	0	1980	NA	NA
1328	1	Yes	Yes	No	Yes	1931	2001	1	106	16	0	1	1956	NA	1983
1329	0	Yes	Yes	No	Yes	1918	1987	0	67	9	0	0	1935	NA	NA
1330	0	No	Yes	Yes	Yes	1931	2001	1	54	6	1	1	1945	1961	1961
1331	1	Yes	Yes	Yes	Yes	1970	1993	0	17	6	0	1	1985	NA	1988
1332	1	No	Yes	No	Yes	1950	2001	1	37	4	0	0	1980	NA	NA
1333	1	Yes	Yes	No	No	1923	1978	0	13	2	0	0	1931	NA	NA
1334	1	Yes	Yes	No	Yes	1943	2001	1	61	24	2	6	1968	1974	1974
1335	1	No	Yes	No	Yes	1905	1958	0	22	9	1	2	1933	1939	1938
1336	1	Yes	Yes	No	No	1965	2001	1	39	4	0	1	1970	NA	1992
1337	1	Yes	Yes	No	Yes	1930	2001	1	88	26	1	6	1962	1983	1972
1338	1	Yes	Yes	No	Yes	1885	1962	0	117	12	0	0	1926	NA	NA
1339	1	Yes	Yes	No	No	1883	1981	0	124	9	0	0	1931	NA	NA
1340	1	Yes	Yes	No	Yes	1941	2001	1	1	1	0	1	1986	NA	1997
1341	1	No	Yes	No	Yes	1925	2001	1	38	4	0	0	1958	NA	NA
1342	1	No	Yes	No	Yes	1951	2001	1	37	5	0	0	1980	NA	NA
1343	1	Yes	Yes	No	Yes	1917	1979	0	44	9	0	0	1946	NA	NA
1344	1	Yes	Yes	No	Yes	1930	2001	1	78	12	0	1	1956	NA	1985
1345	1	Yes	Yes	No	Yes	1917	1997	0	150	20	0	1	1943	NA	1945
1346	1	Yes	Yes	No	Yes	1904	1981	0	69	9	0	2	1926	NA	1937
1347	1	No	Yes	No	No	1908	1992	0	92	10	0	1	1938	NA	1938
1348	1	Yes	Yes	No	No	1955	2001	1	19	2	0	0	1984	NA	NA
1349	1	Yes	Yes	Yes	Yes	1917	1987	0	58	9	0	1	1938	NA	1982
1350	1	Yes	Yes	No	Yes	1937	2001	1	56	18	0	1	1959	NA	1973
1351	1	Yes	Yes	Yes	Yes	1932	1993	0	46	3	0	0	1958	NA	NA
1352	1	Yes	Yes	No	Yes	1909	1973	0	72	9	0	1	1940	NA	1947
1353	1	Yes	Yes	No	Yes	1927	1978	0	1	0	0	1	1952	NA	1966
1354	1	Yes	Yes	Yes	Yes	1919	2001	1	96	5	0	1	1939	NA	1956
1355	1	Yes	Yes	No	No	1913	1975	0	37	4	0	1	1942	NA	1953
1356	1	Yes	Yes	No	Yes	1932	2001	1	124	6	0	1	1955	NA	1959
1357	1	Yes	Yes	No	No	1951	2001	1	18	3	0	0	1980	NA	NA
1358	1	Yes	Yes	No	Yes	1907	1998	0	111	18	0	0	1924	NA	NA
1359	1	Yes	Yes	No	Yes	1924	2001	1	28	6	0	0	1971	NA	NA
1360	1	Yes	Yes	No	No	1952	2001	1	69	11	1	4	1971	1997	1987
1361	0	No	Yes	No	No	1950	2001	1	15	1	0	0	1978	NA	NA
1362	1	Yes	Yes	Yes	Yes	1925	1985	0	87	12	0	1	1948	NA	1956
1363	1	Yes	Yes	No	Yes	1925	2001	1	109	13	1	3	1950	1967	1954
1364	1	No	Yes	No	Yes	1906	1976	0	31	7	0	0	1931	NA	NA
1365	1	No	Yes	No	No	1887	1953	0	68	13	0	1	1922	NA	1937
1366	1	No	Yes	Yes	No	1924	2001	1	34	4	0	1	1937	NA	1968
1367	1	Yes	Yes	No	Yes	1946	2001	1	43	7	0	0	1976	NA	NA
1368	0	No	Yes	No	No	1926	2001	1	28	3	0	0	1945	NA	NA
1369	1	Yes	Yes	No	Yes	1942	2001	1	23	3	0	0	1980	NA	NA
1370	1	No	Yes	No	Yes	1891	1958	0	56	19	1	4	1917	1947	1930
1371	0	Yes	Yes	No	Yes	1946	2001	1	19	3	0	1	1971	NA	1975
1372	0	Yes	Yes	No	Yes	1934	2001	1	4	2	0	0	1936	NA	NA
1373	0	Yes	No	No	Yes	1938	1995	0	31	3	0	0	1971	NA	NA
1374	0	No	Yes	No	Yes	1884	1959	0	17	4	0	0	1916	NA	NA
1375	0	Yes	Yes	No	No	1908	1976	0	54	9	0	4	1934	NA	1942
1376	0	Yes	Yes	No	Yes	1959	2001	1	48	8	0	0	1977	NA	NA
1377	1	Yes	Yes	No	No	1892	1962	0	96	12	0	0	1929	NA	NA
1378	1	Yes	Yes	No	Yes	1925	2001	1	48	4	0	0	1961	NA	NA
1379	0	Yes	Yes	No	Yes	1932	2001	1	15	8	0	0	1968	NA	NA
1380	0	Yes	Yes	No	Yes	1906	2000	0	43	2	0	0	1930	NA	NA
1381	0	Yes	Yes	No	No	1875	1955	0	17	3	0	0	1935	NA	NA
1382	0	Yes	Yes	No	Yes	1913	2001	0	50	3	0	0	1931	NA	NA
1383	0	No	Yes	No	Yes	1930	2001	1	16	4	0	1	1954	NA	1994
1384	0	No	Yes	No	Yes	1925	2001	1	24	7	0	0	1957	NA	NA
1385	1	No	No	No	Yes	1942	2001	1	24	3	0	0	1974	NA	NA
1386	0	Yes	Yes	No	Yes	1964	2001	1	10	1	0	1	1989	NA	1993
1387	0	Yes	Yes	No	Yes	1929	1995	0	5	0	0	0	1974	NA	NA
1388	1	Yes	Yes	No	Yes	1900	1975	0	93	12	0	0	1942	NA	NA
1389	1	Yes	Yes	No	Yes	1935	2001	1	42	8	0	2	1963	NA	1971
1390	1	Yes	Yes	No	Yes	1900	1969	0	5	3	0	0	1947	NA	NA
1391	0	Yes	Yes	No	Yes	1899	1987	0	20	1	0	0	1942	NA	NA
1392	1	Yes	Yes	No	Yes	1895	1987	0	15	0	0	0	1914	NA	NA
1393	1	Yes	Yes	No	Yes	1913	1982	0	18	7	0	0	1951	NA	NA
1394	1	Yes	Yes	No	Yes	1927	1973	0	7	2	0	1	1959	NA	1969
1395	1	Yes	Yes	No	Yes	1934	2001	1	62	18	0	1	1948	NA	1957
1396	1	Yes	Yes	No	Yes	1897	1965	0	25	2	0	0	1943	NA	NA
1397	0	Yes	Yes	No	Yes	1893	1961	0	27	2	0	2	1928	NA	1929
1398	0	Yes	Yes	Yes	No	1896	1985	0	39	8	1	2	1920	1968	1965
1399	0	Yes	Yes	Yes	Yes	1914	2001	1	44	11	0	1	1937	NA	1940
1400	1	Yes	Yes	No	No	1941	2001	1	27	6	0	1	1969	NA	1970
1401	1	Yes	Yes	No	Yes	1939	1976	0	36	4	0	2	1954	NA	1955
1402	0	Yes	Yes	No	Yes	1908	1978	0	64	3	0	0	1927	NA	NA
1403	0	Yes	Yes	No	Yes	1946	2001	1	37	6	2	2	1967	1979	1979
1404	0	Yes	Yes	No	No	1938	2001	1	62	4	0	1	1957	NA	1970
1405	0	Yes	Yes	No	Yes	1944	2001	1	68	7	0	1	1960	NA	1973
1406	1	No	Yes	No	No	1900	1969	0	6	1	0	0	1956	NA	NA
1407	1	Yes	Yes	No	Yes	1891	1984	0	45	14	0	1	1932	NA	1950
1408	1	Yes	Yes	Yes	Yes	1943	2001	1	28	5	0	1	1968	NA	1983
1409	1	Yes	Yes	No	Yes	1940	2001	1	69	13	0	1	1966	NA	1984
1410	0	No	Yes	No	Yes	1939	2001	1	45	1	0	1	1962	NA	1965
1411	0	No	Yes	No	No	1943	2001	1	3	1	0	0	1967	NA	NA
1412	0	Yes	Yes	No	Yes	1970	2001	1	19	2	0	0	1988	NA	NA
1413	1	Yes	No	No	Yes	1948	2001	1	50	11	0	1	1981	NA	1989
1414	0	Yes	Yes	No	Yes	1937	1992	0	25	2	1	1	1961	1966	1966
1415	0	No	Yes	No	Yes	1879	1950	0	50	8	0	1	1929	NA	1941
1416	0	No	Yes	No	Yes	1941	2001	1	33	3	0	1	1962	NA	1970
1417	1	Yes	Yes	No	Yes	1924	1985	0	78	5	0	0	1948	NA	NA
1418	1	No	Yes	No	No	1930	2001	1	74	11	1	1	1950	1987	1987
1419	1	Yes	Yes	No	Yes	1960	2001	1	33	8	0	2	1980	NA	1995
1420	1	No	No	No	Yes	1889	1973	0	37	3	0	1	1913	NA	1957
1421	1	Yes	Yes	No	No	1940	1986	0	17	5	0	0	1968	NA	NA
1422	1	Yes	Yes	No	Yes	1935	2001	1	75	8	0	1	1960	NA	1968
1423	0	No	Yes	No	No	1957	2001	1	40	1	0	0	1983	NA	NA
1424	0	Yes	Yes	No	Yes	1957	2001	1	38	2	0	1	1980	NA	1995
1425	1	Yes	Yes	No	No	1924	2001	1	6	2	0	0	1959	NA	NA
1426	1	Yes	Yes	Yes	Yes	1907	1997	0	75	7	0	0	1936	NA	NA
1427	0	Yes	Yes	No	No	1949	2001	1	34	10	0	0	1970	NA	NA
1428	0	Yes	Yes	Yes	Yes	1922	2001	1	131	20	2	4	1943	1959	1951
1429	0	Yes	Yes	Yes	Yes	1907	1992	0	8	2	1	1	1952	1952	1952
1430	0	Yes	Yes	No	Yes	1934	2001	1	43	6	1	1	1946	1952	1960
1431	0	Yes	Yes	No	Yes	1937	2001	1	56	8	0	2	1959	NA	1960
1432	0	Yes	Yes	Yes	No	1934	2001	1	57	14	1	5	1955	1983	1958
1433	1	Yes	Yes	No	No	1939	2001	1	43	3	0	0	1962	NA	NA
1434	1	Yes	Yes	No	No	1895	1962	0	175	13	0	0	1930	NA	NA
1435	1	No	No	No	No	1913	1976	0	121	12	0	0	1947	NA	NA
1436	1	Yes	No	No	Yes	1924	2001	1	56	14	1	2	1950	1963	1958
1437	0	Yes	Yes	No	No	1949	2001	1	27	8	0	3	1977	NA	1983
1438	1	No	Yes	No	Yes	1949	2001	1	23	4	0	0	1984	NA	NA
1439	0	No	Yes	Yes	Yes	1921	1985	0	64	9	1	2	1937	1959	1959
1440	0	Yes	Yes	No	Yes	1949	2001	1	36	6	1	5	1972	1980	1976
1441	1	No	Yes	Yes	No	1886	1962	0	90	8	0	0	1915	NA	NA
1442	0	Yes	Yes	No	Yes	1947	2001	1	25	2	0	1	1968	NA	1968
1443	0	No	Yes	Yes	Yes	1934	2001	1	86	5	1	2	1950	1961	1961
1444	1	Yes	Yes	No	Yes	1900	1967	0	79	29	2	9	1930	1937	1936
1445	0	Yes	Yes	No	No	1893	1971	0	99	15	0	1	1933	NA	1938
1446	0	Yes	Yes	No	Yes	1954	2001	1	10	2	0	0	1978	NA	NA
1447	0	Yes	Yes	No	Yes	1941	2001	1	71	4	0	0	1963	NA	NA
1448	1	Yes	Yes	No	No	1931	1991	0	27	2	0	0	1969	NA	NA
1449	1	No	Yes	No	No	1890	1982	0	66	12	0	1	1933	NA	1964
1450	1	Yes	Yes	No	Yes	1926	2001	1	29	6	0	0	1957	NA	NA
1451	0	Yes	Yes	No	Yes	1937	2001	1	5	2	0	0	1955	NA	NA
1452	0	Yes	Yes	Yes	Yes	1936	2001	1	85	4	0	0	1959	NA	NA
1453	1	No	Yes	No	Yes	1951	2001	1	36	8	0	0	1972	NA	NA
1454	1	No	Yes	No	Yes	1943	2001	1	29	4	0	1	1970	NA	1992
1455	1	Yes	Yes	No	No	1921	2000	0	62	7	0	0	1949	NA	NA
1456	1	Yes	Yes	No	Yes	1958	2001	1	50	13	0	0	1986	NA	NA
1457	1	Yes	Yes	No	Yes	1930	1980	0	40	12	0	1	1956	NA	1966
1458	0	Yes	Yes	Yes	Yes	1944	2001	1	40	5	0	1	1971	NA	1993
1459	1	Yes	Yes	No	No	1903	1967	0	1	0	0	1	1930	NA	1936
1460	1	Yes	Yes	No	No	1946	2001	1	36	3	0	0	1977	NA	NA
1461	1	Yes	Yes	No	Yes	1928	2001	1	121	10	0	1	1951	NA	1961
1462	0	Yes	Yes	No	Yes	1945	2001	1	29	8	0	0	1970	NA	NA
1463	0	Yes	Yes	Yes	Yes	1918	1975	0	65	7	1	5	1929	1958	1947
1464	0	Yes	Yes	Yes	Yes	1946	1984	0	6	2	0	0	1980	NA	NA
1465	0	Yes	Yes	No	Yes	1936	2001	1	10	1	0	1	1955	NA	1959
1466	0	Yes	Yes	No	Yes	1937	1990	0	28	7	0	0	1957	NA	NA
1467	0	Yes	Yes	Yes	Yes	1921	1952	0	18	2	0	1	1940	NA	1942
1468	0	Yes	Yes	Yes	Yes	1946	2001	1	54	13	1	5	1970	1995	1981
1469	0	Yes	Yes	No	Yes	1946	2001	1	51	2	0	1	1971	NA	1972
1470	0	No	Yes	Yes	Yes	1941	2001	1	64	7	0	1	1960	NA	1969
1471	0	Yes	Yes	No	Yes	1958	2001	1	20	3	0	0	1985	NA	NA
1472	0	Yes	Yes	No	Yes	1944	2001	1	32	7	0	0	1977	NA	NA
1473	1	No	Yes	No	Yes	1879	1954	0	26	4	0	1	1941	NA	1941
1474	1	Yes	Yes	No	Yes	1934	2001	1	36	11	0	0	1962	NA	NA
1475	1	Yes	Yes	No	Yes	1946	2001	1	40	4	0	1	1971	NA	1976
1476	0	Yes	Yes	No	No	1926	2001	1	28	5	0	2	1960	NA	1969
1477	0	Yes	Yes	Yes	Yes	1910	1999	0	60	8	0	1	1927	NA	1937
1478	1	No	Yes	No	No	1884	1955	0	46	6	0	0	1932	NA	NA
1479	1	Yes	Yes	No	Yes	1940	2001	1	11	2	0	0	1972	NA	NA
1480	0	No	Yes	No	Yes	1908	1959	0	36	6	0	0	1932	NA	NA
1481	0	Yes	Yes	Yes	Yes	1946	2001	1	34	7	0	2	1968	NA	1974
1482	0	Yes	Yes	No	Yes	1897	1983	0	18	5	0	0	1935	NA	NA
1483	0	Yes	Yes	Yes	Yes	1940	1998	0	2	1	0	0	1970	NA	NA
1484	0	Yes	Yes	No	Yes	1963	2001	1	11	2	1	1	1973	1973	1973
1485	1	Yes	Yes	No	No	1935	1996	0	13	2	0	0	1961	NA	NA
1486	1	Yes	Yes	No	Yes	1924	1994	0	97	10	0	1	1960	NA	1962
1487	1	No	Yes	No	Yes	1939	2001	1	42	2	0	1	1962	NA	1962
1488	0	Yes	Yes	No	Yes	1918	2001	1	41	9	1	3	1941	1942	1941
1489	0	Yes	Yes	No	No	1949	2001	1	76	14	0	1	1963	NA	1977
1490	0	Yes	Yes	No	No	1956	2001	1	19	2	0	0	1980	NA	NA
1491	0	Yes	Yes	Yes	Yes	1929	2001	1	53	7	0	1	1940	NA	1944
1492	1	Yes	Yes	No	Yes	1952	2001	1	51	10	0	0	1974	NA	NA
1493	0	Yes	Yes	Yes	Yes	1950	2001	1	32	4	0	1	1981	NA	1983
1494	1	Yes	Yes	No	Yes	1926	1978	0	24	5	0	0	1957	NA	NA
1495	0	Yes	Yes	No	No	1905	1969	0	33	12	0	6	1947	NA	1950
1496	1	No	Yes	No	Yes	1924	2001	1	68	10	0	1	1951	NA	1958
1497	0	Yes	Yes	No	Yes	1910	1985	0	42	11	0	0	1930	NA	NA
1498	0	Yes	Yes	No	Yes	1955	2001	1	12	1	0	0	1978	NA	NA
1499	1	Yes	Yes	No	Yes	1905	1971	0	58	7	0	1	1942	NA	1947
1500	1	Yes	Yes	No	Yes	1892	1962	0	73	20	1	2	1923	1939	1937
1501	1	Yes	Yes	No	Yes	1914	1986	0	7	2	0	0	1966	NA	NA
1502	1	No	Yes	No	Yes	1961	2001	1	30	5	0	1	1981	NA	1995
1503	1	Yes	Yes	No	Yes	1951	2001	1	48	6	0	0	1971	NA	NA
1504	1	Yes	Yes	No	Yes	1960	2001	1	33	5	1	1	1978	1980	1980
1505	0	Yes	No	No	No	1938	2001	1	30	4	0	0	1966	NA	NA
1506	0	Yes	Yes	No	Yes	1955	2001	1	14	3	0	0	1970	NA	NA
1507	1	Yes	No	No	No	1956	2001	1	15	2	0	0	1977	NA	NA
1508	1	Yes	Yes	No	Yes	1950	2001	1	38	8	0	1	1976	NA	1986
1509	1	No	Yes	No	Yes	1941	2001	1	31	5	0	1	1975	NA	1983
1510	1	No	Yes	No	Yes	1937	2001	1	20	4	0	2	1962	NA	1965
1511	1	Yes	Yes	Yes	Yes	1962	2001	1	25	5	0	3	1981	NA	1989
1512	1	Yes	Yes	No	No	1956	2001	1	46	11	2	5	1980	1993	1988
1513	1	Yes	Yes	No	Yes	1953	2001	1	19	4	0	1	1977	NA	1984
1514	1	Yes	Yes	No	Yes	1928	1991	0	16	3	0	0	1962	NA	NA
1515	1	Yes	Yes	No	Yes	1908	1982	0	50	6	0	1	1932	NA	1954
1516	1	No	No	Yes	Yes	1937	2001	1	60	3	0	0	1959	NA	NA
1517	1	Yes	Yes	No	Yes	1946	2001	1	46	10	1	2	1970	1993	1970
1518	1	Yes	Yes	Yes	Yes	1925	2001	1	132	11	0	1	1948	NA	1958
1519	1	Yes	Yes	No	Yes	1936	2001	1	48	8	0	0	1969	NA	NA
1520	1	Yes	Yes	No	No	1939	2001	1	30	7	0	0	1965	NA	NA
1521	1	Yes	Yes	No	No	1935	2001	1	1	0	0	1	1988	NA	1971
1522	0	No	Yes	No	No	1959	2001	1	15	1	0	0	1984	NA	NA
1523	1	Yes	Yes	No	Yes	1942	2001	1	49	9	0	0	1973	NA	NA
1524	0	No	Yes	No	No	1964	2001	1	15	6	0	0	1984	NA	NA
1525	1	No	Yes	No	Yes	1916	1988	0	103	12	0	1	1944	NA	1960
1526	1	Yes	Yes	No	No	1935	1988	0	1	0	0	0	1986	NA	NA
1527	0	Yes	Yes	No	Yes	1943	2001	1	39	7	0	1	1956	NA	1977
1528	0	No	Yes	No	No	1934	2001	1	13	4	0	0	1969	NA	NA
1529	0	Yes	Yes	No	No	1970	2001	1	21	4	0	1	1987	NA	1994
1530	0	Yes	Yes	No	No	1903	1986	0	94	9	0	1	1923	NA	1952
1531	0	No	Yes	No	Yes	1906	1973	0	28	3	0	0	1927	NA	NA
1532	0	No	Yes	No	Yes	1924	2001	1	53	4	0	1	1942	NA	1974
1533	0	Yes	Yes	No	No	1940	2001	1	35	2	0	0	1956	NA	NA
1534	0	Yes	Yes	No	Yes	1944	2001	1	28	3	0	1	1972	NA	1974
1535	1	Yes	Yes	No	Yes	1910	1971	0	60	7	1	1	1936	1942	1942
1536	0	No	Yes	No	Yes	1918	1990	0	32	2	0	0	1953	NA	NA
1537	0	No	Yes	No	Yes	1928	1999	0	20	3	0	0	1944	NA	NA
1538	0	No	Yes	No	Yes	1937	2001	1	70	11	1	6	1958	1977	1966
1539	0	Yes	Yes	Yes	Yes	1929	2001	1	90	9	0	0	1946	NA	NA
1540	1	Yes	Yes	No	No	1938	1982	0	40	3	0	1	1962	NA	1962
1541	1	Yes	Yes	No	Yes	1934	1989	0	28	2	0	0	1961	NA	NA
1542	1	Yes	Yes	No	Yes	1897	1979	0	102	17	0	0	1932	NA	NA
1543	1	Yes	Yes	No	Yes	1913	1999	0	58	9	0	0	1939	NA	NA
1544	1	No	Yes	No	Yes	1883	1959	0	99	12	1	2	1921	1935	1935
1545	1	Yes	Yes	No	Yes	1925	2001	1	18	2	0	0	1952	NA	NA
1546	1	No	Yes	No	No	1933	2001	1	26	4	0	0	1962	NA	NA
1547	1	Yes	Yes	No	Yes	1914	1958	0	16	1	0	0	1944	NA	NA
1548	1	No	Yes	Yes	Yes	1922	1992	0	46	4	0	2	1945	NA	1961
1549	1	No	Yes	No	Yes	1964	2001	1	18	3	0	0	1986	NA	NA
1550	0	Yes	Yes	No	Yes	1894	1979	0	122	19	0	0	1936	NA	NA
1551	0	Yes	Yes	No	Yes	1910	1982	0	74	5	0	0	1929	NA	NA
1552	0	Yes	No	No	Yes	1925	2001	1	31	4	0	0	1962	NA	NA
1553	0	Yes	Yes	Yes	Yes	1917	1996	0	54	11	0	0	1943	NA	NA
1554	0	Yes	Yes	No	Yes	1919	1986	0	19	1	0	0	1939	NA	NA
1555	0	Yes	Yes	No	Yes	1917	1986	0	45	13	0	0	1946	NA	NA
1556	0	Yes	Yes	No	Yes	1917	2001	1	93	5	0	0	1926	NA	NA
1557	0	Yes	Yes	Yes	Yes	1924	1984	0	24	2	0	0	1935	NA	NA
1558	0	Yes	Yes	No	No	1925	2001	1	13	1	0	0	1945	NA	NA
1559	1	No	Yes	No	Yes	1894	1974	0	109	19	0	1	1937	NA	1957
1560	0	No	Yes	No	Yes	1933	2001	1	14	3	0	0	1958	NA	NA
1561	0	No	Yes	Yes	Yes	1913	1967	0	17	5	2	2	1935	1939	1939
1562	0	No	Yes	Yes	Yes	1929	1982	0	11	2	0	1	1966	NA	1966
1563	0	Yes	Yes	No	Yes	1900	1961	0	32	0	0	0	1920	NA	NA
1564	1	Yes	Yes	No	Yes	1885	1949	0	114	17	1	2	1915	1932	1930
1565	1	Yes	Yes	No	Yes	1894	1974	0	148	25	3	4	1927	1936	1936
1566	1	Yes	Yes	No	No	1909	1984	0	25	6	0	0	1948	NA	NA
1567	1	Yes	Yes	No	No	1906	2001	1	11	2	0	0	1938	NA	NA
1568	1	No	Yes	Yes	Yes	1884	1950	0	52	15	1	4	1929	1938	1936
1569	1	Yes	Yes	Yes	No	1920	2000	0	75	16	1	3	1950	1966	1966
1570	1	No	Yes	Yes	Yes	1897	1984	0	116	14	0	2	1926	NA	1942
1571	1	Yes	Yes	No	Yes	1889	1951	0	97	4	1	1	1918	1929	1929
1572	1	Yes	Yes	Yes	No	1938	2001	1	26	8	0	4	1961	NA	1967
1573	1	Yes	Yes	No	Yes	1934	1974	0	15	7	0	0	1960	NA	NA
1574	1	Yes	Yes	No	Yes	1927	2001	1	20	2	0	0	1959	NA	NA
1575	1	Yes	Yes	No	Yes	1914	1968	0	43	4	0	0	1947	NA	NA
1576	0	No	Yes	No	Yes	1912	2001	1	30	10	1	3	1933	1958	1938
1577	1	No	Yes	No	Yes	1920	2000	0	21	3	0	0	1956	NA	NA
1578	0	Yes	No	No	No	1955	2001	1	62	5	1	2	1985	1990	1985
1579	1	Yes	Yes	No	Yes	1934	2001	1	48	6	0	0	1979	NA	NA
1580	1	Yes	Yes	No	Yes	1916	1990	0	12	3	0	0	1949	NA	NA
1581	1	Yes	Yes	No	Yes	1955	2001	1	40	5	0	2	1981	NA	1986
1582	1	Yes	Yes	No	Yes	1916	1997	0	35	9	0	0	1941	NA	NA
1583	1	Yes	Yes	No	Yes	1906	1964	0	66	6	0	1	1942	NA	1942
1584	1	No	Yes	No	No	1916	1987	0	44	6	0	0	1942	NA	NA
1585	1	Yes	Yes	No	Yes	1912	1989	0	43	5	0	0	1943	NA	NA
1586	1	Yes	Yes	No	Yes	1888	1947	0	243	17	0	0	1917	NA	NA
1587	1	Yes	Yes	No	No	1892	1983	0	141	15	0	1	1926	NA	1946
1588	1	Yes	Yes	No	Yes	1885	1981	0	65	14	0	0	1934	NA	NA
1589	1	Yes	Yes	No	Yes	1902	1989	0	149	21	0	0	1932	NA	NA
1590	1	Yes	Yes	No	Yes	1905	1979	0	98	7	0	1	1922	NA	1940
1591	1	Yes	Yes	No	Yes	1950	2001	1	36	9	0	1	1980	NA	1995
1592	1	Yes	Yes	No	Yes	1928	1997	0	48	9	0	1	1957	NA	1957
1593	1	Yes	Yes	Yes	Yes	1918	1981	0	76	21	1	3	1938	1953	1950
1594	1	Yes	Yes	No	Yes	1950	2001	1	32	6	1	3	1980	1985	1985
1595	1	Yes	Yes	No	No	1922	1993	0	13	2	0	0	1959	NA	NA
1596	1	Yes	Yes	No	Yes	1892	1984	0	98	15	0	3	1922	NA	1934
1597	1	Yes	Yes	No	Yes	1913	1996	0	61	10	0	0	1943	NA	NA
1598	1	Yes	Yes	No	Yes	1922	2001	1	92	19	0	0	1949	NA	NA
1599	1	No	Yes	No	No	1931	2001	1	185	46	0	0	1957	NA	NA
1600	1	No	Yes	No	Yes	1891	1946	0	53	6	0	0	1925	NA	NA
1601	1	Yes	Yes	No	No	1933	2001	1	37	3	0	0	1979	NA	NA
1602	0	Yes	Yes	Yes	Yes	1971	2001	1	19	3	0	2	1986	NA	1993
1603	1	Yes	Yes	Yes	No	1935	2001	1	42	18	0	1	1965	NA	1977
1604	1	Yes	Yes	No	Yes	1961	2001	1	23	3	0	1	1978	NA	1996
1605	0	No	Yes	No	Yes	1906	1984	0	49	7	0	0	1927	NA	NA
1606	1	No	Yes	Yes	No	1915	1985	0	43	6	1	1	1949	1956	1956
1607	0	Yes	Yes	No	Yes	1936	2001	1	14	1	0	0	1957	NA	NA
1608	0	No	Yes	Yes	No	1922	2001	1	92	11	0	0	1942	NA	NA
1609	0	Yes	Yes	No	Yes	1938	2001	1	7	0	0	0	1956	NA	NA
1610	0	Yes	Yes	No	No	1898	1963	0	196	12	0	0	1917	NA	NA
1611	1	No	Yes	No	Yes	1969	2001	1	17	2	0	1	1990	NA	2000
1612	1	No	Yes	No	No	1966	2001	1	13	0	0	0	1974	NA	NA
1613	1	No	No	No	Yes	1964	2001	1	7	0	0	0	1990	NA	NA
1614	1	Yes	Yes	Yes	No	1930	2001	1	31	2	0	0	1957	NA	NA
1615	1	Yes	Yes	Yes	Yes	1950	2001	1	38	4	0	0	1970	NA	NA
1616	1	No	Yes	Yes	Yes	1945	2001	1	17	2	0	0	1984	NA	NA
1617	1	Yes	Yes	No	No	1948	2001	1	50	2	0	0	1968	NA	NA
1618	1	No	Yes	No	Yes	1967	2001	1	21	2	1	1	1988	2000	2000
1619	1	Yes	No	No	Yes	1964	2001	1	19	5	0	0	1985	NA	NA
1620	1	Yes	Yes	Yes	Yes	1942	2001	1	76	5	0	0	1980	NA	NA
1621	1	No	Yes	No	No	1974	2001	1	13	1	0	1	1986	NA	2000
1622	0	No	Yes	No	Yes	1967	2001	1	9	1	0	0	1996	NA	NA
1623	0	Yes	Yes	No	No	1941	2001	1	33	4	0	0	1965	NA	NA
1624	0	Yes	Yes	No	No	1964	2001	1	17	5	0	1	1992	NA	2000
1625	0	Yes	Yes	Yes	No	1960	2001	1	11	1	0	0	1986	NA	NA
1626	0	Yes	Yes	No	Yes	1958	2001	1	29	2	0	0	1988	NA	NA
1627	0	Yes	Yes	No	Yes	1959	2001	1	26	1	1	1	1986	2000	2000
1628	0	Yes	Yes	No	Yes	1979	2001	1	7	1	0	1	1998	NA	2000
1629	0	Yes	Yes	No	Yes	1980	2001	1	2	1	0	0	1999	NA	NA
1630	0	Yes	Yes	No	Yes	1974	2001	1	26	4	0	0	1985	NA	NA
